Serial No.,CustomerID,Age,Gender,City_Tier,Loan_Type,Credit_Score,Monthly_Income,Loan_Amount,Tenure_Months,EMI,DTI_Ratio,Default
2095,CUST02095,62,Male,Tier 1,MSME,782,30573,1579183,60,35931.266149197014,1.175261379295359,0
2096,CUST02096,62,Male,Tier 1,Personal,891,24554,1690627,24,80375.48889724571,3.273417320894588,1
2097,CUST02097,56,Male,Tier 1,Personal,706,122804,958759,48,25721.103135610287,0.20944841483673404,0
2098,CUST02098,40,Male,Tier 2,Personal,402,97164,229594,36,7735.929216243818,0.07961723700386787,0
2099,CUST02099,24,Male,Tier 3,Auto,539,28015,246196,12,21989.5560111299,0.7849207928299089,1
2100,CUST02100,27,Female,Tier 2,Home,564,126175,1522114,72,30555.076572202328,0.24216426845414962,0
2101,CUST02101,21,Female,Tier 1,Auto,332,74617,945188,48,25357.027188836,0.3398290897360655,0
2102,CUST02102,64,Female,Tier 3,MSME,334,125041,1504609,12,134387.5768913798,1.0747480977549748,1
2103,CUST02103,62,Male,Tier 2,Personal,548,90195,1013978,72,20354.701049020357,0.22567438382416272,1
2104,CUST02104,33,Female,Tier 3,Auto,349,135603,1801066,24,85625.96024209166,0.6314459137488969,0
2105,CUST02105,42,Male,Tier 2,Personal,579,28269,718586,24,34162.88812654489,1.2084929826504258,1
2106,CUST02106,41,Male,Tier 2,Home,451,33358,1076917,60,24503.17116356673,0.7345515667476087,1
2107,CUST02107,42,Male,Tier 2,Home,850,113029,1732880,12,154776.1207353766,1.3693487577115306,0
2108,CUST02108,48,Female,Tier 1,Auto,836,98857,343301,36,11567.16741668214,0.11700908804315466,0
2109,CUST02109,29,Male,Tier 2,MSME,529,146275,1184876,84,21555.220764844024,0.14736093498440625,0
2110,CUST02110,46,Female,Tier 3,Auto,587,96254,1093092,36,36830.589383182436,0.3826395722066869,1
2111,CUST02111,29,Female,Tier 3,Home,694,116892,1051244,48,28202.24409334515,0.24126752979968819,0
2112,CUST02112,35,Male,Tier 3,Personal,752,71235,1484248,36,50010.18087298211,0.7020450743733012,1
2113,CUST02113,30,Male,Tier 2,Home,332,50304,1098764,72,22056.704133053976,0.4384681960292218,0
2114,CUST02114,44,Female,Tier 1,Personal,662,37172,845846,12,75548.66039168052,2.0324077367825386,0
2115,CUST02115,62,Female,Tier 1,Personal,410,88834,1333173,24,63381.47424571343,0.7134821604983838,1
2116,CUST02116,28,Female,Tier 2,Auto,420,100731,1336622,12,119383.43569639014,1.1851707587176752,0
2117,CUST02117,44,Female,Tier 2,Auto,315,59857,187818,12,16775.392089629382,0.2802578159551829,0
2118,CUST02118,36,Female,Tier 1,Home,822,22825,981835,24,46678.225381132106,2.0450482094690954,0
2119,CUST02119,46,Female,Tier 1,MSME,397,111774,388934,72,7807.502034363353,0.06985078850504906,0
2120,CUST02120,47,Male,Tier 2,Personal,415,133624,1960761,12,175129.83084184577,1.310616587153848,1
2121,CUST02121,57,Female,Tier 2,Auto,770,42151,1179695,36,39748.58670852353,0.9430045955854791,0
2122,CUST02122,24,Female,Tier 3,MSME,738,58327,1267028,48,33991.18846728535,0.5827693601125611,1
2123,CUST02123,44,Female,Tier 2,Personal,580,50314,1477296,84,26874.914687293032,0.5341438702407487,1
2124,CUST02124,39,Female,Tier 2,MSME,648,62368,1001822,48,26876.375591283493,0.43093213813627973,0
2125,CUST02125,56,Male,Tier 2,MSME,531,76110,1638664,12,146361.00428691838,1.923019370475869,1
2126,CUST02126,59,Male,Tier 3,Auto,410,143667,407892,72,8188.066920867131,0.05699337301445099,0
2127,CUST02127,30,Female,Tier 2,Auto,651,147744,171747,24,8165.16540409875,0.05526563111936018,0
2128,CUST02128,45,Female,Tier 3,MSME,311,30322,949301,60,21599.514993955025,0.7123380711679647,0
2129,CUST02129,38,Female,Tier 3,MSME,787,76625,77492,72,1555.5825606578107,0.020301240595860498,0
2130,CUST02130,39,Male,Tier 3,MSME,832,70504,279200,12,24937.383378720482,0.35370168187224105,0
2131,CUST02131,56,Male,Tier 1,Personal,584,72631,317377,12,28347.249013567944,0.3902913220741549,1
2132,CUST02132,30,Male,Tier 1,MSME,844,64239,465235,60,10585.525937729619,0.16478347947087624,0
2133,CUST02133,53,Male,Tier 1,Personal,691,119583,1634311,48,43844.47164163506,0.3666446873019999,0
2134,CUST02134,25,Male,Tier 1,Auto,469,17967,1309220,72,26281.420018381497,1.4627606177092167,1
2135,CUST02135,55,Male,Tier 1,Auto,376,52018,585286,48,15701.757761678171,0.30185239266558056,0
2136,CUST02136,64,Female,Tier 1,Personal,596,83774,607089,84,11044.140837444926,0.1318325594748362,0
2137,CUST02137,54,Male,Tier 1,Auto,629,83274,863508,60,19647.4605982719,0.23593751468972188,0
2138,CUST02138,53,Male,Tier 2,Home,362,85472,1733139,24,82396.58685912595,0.9640184722379955,1
2139,CUST02139,41,Female,Tier 2,Personal,569,49604,1716552,84,31227.451070267718,0.629534938115227,1
2140,CUST02140,37,Male,Tier 1,Personal,515,82104,1231077,12,109956.44383139352,1.3392337015418678,1
2141,CUST02141,42,Female,Tier 2,Personal,489,123818,301006,36,10142.081716702905,0.08191120609849056,0
2142,CUST02142,57,Male,Tier 2,MSME,374,111396,584669,48,15685.205196711719,0.14080582064626843,0
2143,CUST02143,35,Female,Tier 2,Auto,809,19720,1362707,48,36558.01644690489,1.8538547893967998,1
2144,CUST02144,55,Female,Tier 3,Home,878,55725,538071,72,10801.293862536892,0.19383210161573605,0
2145,CUST02145,48,Female,Tier 1,Personal,392,58923,1186767,84,21589.62176753656,0.36640398091639187,0
2146,CUST02146,27,Female,Tier 1,Auto,352,54293,855698,84,15566.826653620716,0.2867188524049273,0
2147,CUST02147,52,Female,Tier 2,Auto,795,45029,1419773,48,38088.95432757849,0.8458760871344797,0
2148,CUST02148,31,Male,Tier 1,MSME,393,41585,1081068,24,51395.9430620519,1.2359250465805434,0
2149,CUST02149,30,Male,Tier 2,MSME,528,73271,1207849,60,27482.276523393088,0.37507713179010915,0
2150,CUST02150,29,Female,Tier 1,Home,549,38449,1176001,24,55909.230905841345,1.454114044730457,0
2151,CUST02151,34,Female,Tier 1,Home,690,50308,688838,48,18479.79861646933,0.3673331998185046,0
2152,CUST02152,33,Female,Tier 1,Auto,481,138374,1278125,72,25657.2157169871,0.185419339738586,1
2153,CUST02153,45,Male,Tier 1,Home,566,72175,837979,12,74846.00138365618,1.0370072931576888,1
2154,CUST02154,22,Female,Tier 2,Personal,580,44059,230686,48,6188.727717749085,0.14046455248074366,1
2155,CUST02155,55,Female,Tier 2,MSME,382,97549,1077315,12,96222.84088340349,0.9864052002932218,1
2156,CUST02156,27,Female,Tier 1,Personal,485,149058,1678723,72,33698.86211447842,0.22607885597873592,0
2157,CUST02157,41,Female,Tier 1,MSME,866,137767,104457,12,9329.814669022226,0.06772169437544713,0
2158,CUST02158,38,Male,Tier 1,Home,830,67934,962616,48,25824.57678727254,0.38014214954621456,0
2159,CUST02159,23,Female,Tier 1,Home,647,135094,1590609,48,42672.05641608573,0.3158693681146885,0
2160,CUST02160,62,Female,Tier 3,Home,722,133156,1602384,12,143120.57352409614,1.0748338304251865,1
2161,CUST02161,59,Male,Tier 1,Personal,753,104064,1177662,24,55988.19787316077,0.5380169691070953,1
2162,CUST02162,61,Female,Tier 2,Personal,566,26772,841606,24,40011.48314137617,1.4945272352224777,0
2163,CUST02163,31,Female,Tier 3,MSME,806,72564,1855806,72,37253.644886751266,0.5133901781427604,1
2164,CUST02164,59,Male,Tier 1,Personal,441,53635,201259,24,9568.219672329125,0.17839507173168873,1
2165,CUST02165,44,Male,Tier 2,Auto,615,52394,1946039,84,35402.27016328822,0.6756932122626298,1
2166,CUST02166,39,Male,Tier 3,Personal,531,50030,1626802,36,54813.388506859395,1.095610403894851,0
2167,CUST02167,24,Female,Tier 3,Home,596,82950,110833,12,9899.301618960339,0.11934058612369305,0
2168,CUST02168,46,Female,Tier 2,Home,871,118426,968975,36,32648.597142389848,0.2756877471365228,1
2169,CUST02169,58,Male,Tier 2,MSME,321,138652,1155731,36,38941.14484271664,0.28085526961541585,0
2170,CUST02170,62,Male,Tier 3,MSME,683,28515,1770657,84,32211.727247253235,1.1296414956076883,1
2171,CUST02171,52,Male,Tier 1,Auto,425,122301,515803,12,46070.11876394757,0.3766945385887897,0
2172,CUST02172,59,Female,Tier 3,MSME,402,73724,1761380,36,59347.85317955843,0.8050004500509798,0
2173,CUST02173,56,Female,Tier 2,Auto,409,17175,1716057,72,34448.30875825583,2.005723945167734,1
2174,CUST02174,60,Male,Tier 2,Personal,869,17405,1849271,72,37122.46060922715,2.1328618563187103,0
2175,CUST02175,57,Female,Tier 3,MSME,771,67515,380072,12,33946.99561431608,0.5028067187190414,0
2176,CUST02176,53,Male,Tier 3,Personal,364,22341,1638593,60,37283.02621875437,1.6688163564188878,0
2177,CUST02177,56,Female,Tier 1,Personal,771,106796,1263392,60,28746.05045948843,0.2691678570310539,0
2178,CUST02178,23,Female,Tier 1,Home,869,124460,759490,84,13816.6142437617,0.11101248789781215,0
2179,CUST02179,29,Female,Tier 2,MSME,375,96499,1469461,12,131248.25328466322,1.3600996205625262,0
2180,CUST02180,28,Female,Tier 2,Home,318,98525,145245,12,12972.887710753066,0.13167102472218287,0
2181,CUST02181,53,Male,Tier 2,Auto,683,33426,387575,12,34617.14313398134,1.035635228085363,0
2182,CUST02182,26,Female,Tier 3,Auto,489,50927,1115831,24,53048.63944069423,1.0416604049069105,1
2183,CUST02183,61,Female,Tier 3,MSME,659,21395,905377,12,80865.80713207669,3.779659132137261,0
2184,CUST02184,59,Male,Tier 2,Auto,751,20150,1871213,72,37562.92662566695,1.8641650930852085,0
2185,CUST02185,24,Female,Tier 1,Personal,378,92668,1897752,72,38095.67330374079,0.411098473083921,0
2186,CUST02186,33,Male,Tier 2,Personal,895,64572,1296733,48,34788.09923280964,0.5387489814905786,1
2187,CUST02187,22,Male,Tier 2,Auto,471,99028,1441341,60,32794.93705463507,0.33116832668169677,1
2188,CUST02188,25,Female,Tier 2,Personal,511,69497,487683,60,11096.286921426363,0.1596656966693003,0
2189,CUST02189,64,Female,Tier 2,Home,744,117300,1381565,84,25133.379843951374,0.21426581282140983,0
2190,CUST02190,47,Male,Tier 2,MSME,448,37466,1047776,12,93584.49787615411,2.4978513285686788,0
2191,CUST02191,52,Male,Tier 1,Home,309,24550,314673,60,7159.7777540451425,0.2916406417126331,0
2192,CUST02192,41,Male,Tier 1,MSME,841,68062,1141693,12,101972.9084591745,1.4982355566861758,0
2193,CUST02193,28,Female,Tier 2,Home,354,50394,1941322,12,173393.59231928512,3.4407586680812225,1
2194,CUST02194,58,Male,Tier 1,Home,479,113794,1735909,60,39497.26427512609,0.3470944362191863,1
2195,CUST02195,28,Male,Tier 1,Personal,680,70084,208004,60,4732.730205490799,0.06752939623153358,0
2196,CUST02196,23,Male,Tier 1,Personal,721,90809,975855,48,26179.7460054101,0.2882946184344074,0
2197,CUST02197,64,Female,Tier 2,Auto,750,100291,1750683,84,31848.360971324786,0.3175595115346819,0
2198,CUST02198,23,Male,Tier 1,MSME,392,94220,682886,36,23009.128107720047,0.24420641167183238,0
2199,CUST02199,42,Female,Tier 3,Personal,819,26366,650824,48,17459.978187563745,0.6622156636411949,0
2200,CUST02200,26,Female,Tier 2,Personal,712,135525,1272607,48,34140.85906687666,0.25191558064472724,0
2201,CUST02201,22,Male,Tier 2,Home,693,118293,1727567,60,39307.45813979117,0.3322889616443168,0
2202,CUST02202,43,Female,Tier 2,Home,630,78818,1854821,84,33742.8356505396,0.4281107824423304,1
2203,CUST02203,64,Male,Tier 1,Auto,732,125325,1514741,72,30407.07019451521,0.24262573464604198,0
2204,CUST02204,22,Female,Tier 2,Auto,462,75325,1519361,84,27640.159625559278,0.3669453650920581,0
2205,CUST02205,58,Female,Tier 3,Auto,339,16676,162230,48,4352.224658845505,0.2609873266278187,0
2206,CUST02206,37,Male,Tier 2,Personal,384,121094,433937,72,8710.896990968982,0.07193500083380665,0
2207,CUST02207,55,Male,Tier 3,Personal,889,41222,593606,60,13506.360677489714,0.32764932990853707,1
2208,CUST02208,54,Male,Tier 2,Personal,390,28376,68695,24,3265.8855027136638,0.11509323029016294,0
2209,CUST02209,43,Female,Tier 1,Home,783,24431,560699,12,50080.10717430228,2.049859079624341,0
2210,CUST02210,50,Female,Tier 1,Auto,684,48370,654992,36,22069.269010540218,0.4562594378858842,1
2211,CUST02211,28,Male,Tier 2,Personal,492,148009,1397816,72,28059.905443251668,0.18958242703654282,0
2212,CUST02212,42,Male,Tier 1,Auto,552,120116,1859063,24,88383.24332675409,0.7358157391750815,1
2213,CUST02213,64,Female,Tier 1,Personal,543,16067,267320,72,5366.20980378679,0.33398953157321154,0
2214,CUST02214,56,Female,Tier 3,Auto,569,93937,1838972,12,164251.96915018753,1.7485332632528985,1
2215,CUST02215,25,Female,Tier 1,Personal,318,118556,431485,12,38539.064710484265,0.32507055493171383,0
2216,CUST02216,33,Male,Tier 1,Personal,339,106396,315891,84,5746.677494208123,0.054012157357495795,0
2217,CUST02217,49,Female,Tier 3,Auto,815,69654,1949408,36,65683.2595868334,0.9429933612833923,0
2218,CUST02218,51,Male,Tier 3,Auto,332,45593,1187320,48,31852.822424585123,0.6986340540123511,0
2219,CUST02219,36,Female,Tier 1,Personal,749,125423,830189,12,74150.21980586166,0.59120113381008,0
2220,CUST02220,62,Female,Tier 3,Personal,838,80059,1984771,36,66874.77881152582,0.8353186876119588,1
2221,CUST02221,50,Male,Tier 3,Auto,618,122041,54430,72,1092.6335463867833,0.008953003878915965,0
2222,CUST02222,36,Male,Tier 2,Auto,423,59401,1707235,72,34271.215002124576,0.5769467686086863,1
2223,CUST02223,32,Male,Tier 1,Home,671,46593,155635,72,3124.233363805017,0.06705370686165339,0
2224,CUST02224,37,Female,Tier 1,Personal,650,108220,1651791,84,30049.32133183765,0.27766883507519546,1
2225,CUST02225,36,Female,Tier 2,Home,622,50690,1226641,72,24623.720484538502,0.48577077302305194,0
2226,CUST02226,32,Female,Tier 1,Auto,787,110360,372555,72,7478.708265186996,0.06776647576283976,0
2227,CUST02227,28,Male,Tier 3,Auto,750,83923,1217354,60,27698.544482678437,0.3300471203684143,0
2228,CUST02228,40,Female,Tier 2,Auto,652,36826,1076988,12,96193.63413424576,2.6121119354327313,1
2229,CUST02229,23,Male,Tier 2,MSME,415,135240,1238611,84,22532.765915390486,0.1666131759493529,0
2230,CUST02230,36,Male,Tier 3,MSME,312,68165,268033,12,23939.977360847377,0.35120629884614357,1
2231,CUST02231,50,Male,Tier 3,Auto,619,72454,1443751,48,38732.22402411919,0.534576752479079,0
2232,CUST02232,43,Female,Tier 1,Personal,464,21959,390278,84,7099.923071833506,0.323326338714582,1
2233,CUST02233,48,Female,Tier 1,Auto,384,57715,257529,48,6908.85819002542,0.11970645742052188,0
2234,CUST02234,60,Male,Tier 2,Personal,547,47252,616529,84,11215.87297145737,0.23736292583292493,0
2235,CUST02235,25,Female,Tier 1,Personal,731,41104,801149,60,18228.601716307126,0.44347512933795075,1
2236,CUST02236,40,Male,Tier 2,Personal,867,146623,266577,12,23809.931407411066,0.16238878898543246,0
2237,CUST02237,60,Male,Tier 2,Auto,778,80669,1319169,84,23998.274098841168,0.29749066058636114,0
2238,CUST02238,64,Female,Tier 3,Personal,667,91639,490448,48,13157.49170610528,0.14357960809377318,1
2239,CUST02239,21,Male,Tier 2,Auto,656,57973,1633884,84,29723.557844151128,0.5127138123635335,0
2240,CUST02240,50,Male,Tier 2,Personal,707,141142,478357,36,16117.73779843874,0.11419519206500361,0
2241,CUST02241,41,Female,Tier 1,Auto,644,114364,1259109,72,25275.486532381346,0.22100911591393574,0
2242,CUST02242,40,Male,Tier 2,MSME,478,71536,1416714,72,28439.265883443062,0.3975518044543036,1
2243,CUST02243,26,Male,Tier 1,MSME,724,94584,458560,12,40957.329950379884,0.4330259869574123,0
2244,CUST02244,42,Male,Tier 3,Auto,840,110959,681125,72,13672.974908739629,0.12322546984687703,0
2245,CUST02245,38,Male,Tier 1,Personal,742,112216,1546042,72,31035.409761582137,0.276568490781904,0
2246,CUST02246,28,Male,Tier 2,MSME,605,130283,1177237,36,39665.766974499435,0.30445850168095173,0
2247,CUST02247,59,Male,Tier 1,Home,666,117410,415171,24,19737.986025869926,0.16811162614657973,0
2248,CUST02248,52,Male,Tier 1,Personal,335,60820,1248850,60,28415.17527127932,0.4672011718395153,1
2249,CUST02249,53,Female,Tier 2,Personal,762,113235,560829,48,15045.637694604362,0.13287091177290028,0
2250,CUST02250,36,Female,Tier 2,MSME,445,24990,616520,24,29310.484462232016,1.1728885339028419,1
2251,CUST02251,32,Male,Tier 1,Personal,445,27778,1033749,48,27732.89705268373,0.9983763068861592,1
2252,CUST02252,58,Male,Tier 1,Personal,679,115196,974496,24,46329.31594515547,0.40217816543244095,0
2253,CUST02253,54,Female,Tier 2,Personal,467,102448,935474,72,18778.80349389362,0.18330083060570848,1
2254,CUST02254,34,Female,Tier 2,Auto,574,107334,1620992,48,43487.156223826,0.40515732408953364,0
2255,CUST02255,56,Female,Tier 1,Personal,386,90012,1124930,60,25595.614459639062,0.2843578018446325,0
2256,CUST02256,53,Female,Tier 2,Auto,453,74871,390913,12,34915.284200307164,0.4663392261397225,1
2257,CUST02257,43,Female,Tier 1,MSME,796,131445,556212,36,18740.980431655036,0.14257659425352837,0
2258,CUST02258,22,Male,Tier 2,Personal,614,103873,185662,24,8826.709865417051,0.08497597898796656,0
2259,CUST02259,61,Female,Tier 1,MSME,859,44590,1323890,36,44607.08611763822,1.0003831827234406,1
2260,CUST02260,41,Female,Tier 2,Auto,573,82145,194790,36,6563.244910721243,0.0798982885229928,0
2261,CUST02261,22,Female,Tier 1,Auto,561,136909,1055511,48,28316.717018323845,0.20682874769608897,1
2262,CUST02262,47,Male,Tier 3,Home,786,48991,283094,12,25285.184850342033,0.516118977982528,0
2263,CUST02263,29,Male,Tier 1,Personal,753,16907,194177,48,5209.282670163616,0.30811395695058946,0
2264,CUST02264,21,Male,Tier 1,Auto,742,91479,710441,36,23937.564955170757,0.2616727878001591,0
2265,CUST02265,31,Male,Tier 1,Auto,561,70600,295430,72,5930.49290113995,0.08400131588016926,0
2266,CUST02266,23,Male,Tier 3,MSME,842,73612,1862169,84,33876.5101972264,0.46020363795612673,0
2267,CUST02267,43,Male,Tier 2,Personal,404,52705,167266,60,3805.8155158151953,0.07220976218224448,0
2268,CUST02268,46,Female,Tier 2,Personal,649,32615,404398,12,36119.7276632801,1.107457539882879,0
2269,CUST02269,24,Male,Tier 3,Auto,737,90475,765327,12,68356.92266864616,0.7555338233616598,0
2270,CUST02270,38,Male,Tier 3,MSME,468,124054,463600,72,9306.355173707752,0.07501858201837709,0
2271,CUST02271,26,Female,Tier 2,Auto,642,110490,120081,36,4046.003450507304,0.03661872975388998,0
2272,CUST02272,55,Male,Tier 1,Personal,529,81273,1628203,48,43680.60929671594,0.5374553578275189,1
2273,CUST02273,42,Female,Tier 3,Personal,322,101356,371631,72,7460.15979197624,0.07360353399873949,0
2274,CUST02274,63,Female,Tier 1,Personal,580,63703,566960,60,12900.082293153318,0.20250352876871291,0
2275,CUST02275,35,Male,Tier 2,Personal,818,123447,469592,24,22325.259552956035,0.18084894370017932,0
2276,CUST02276,42,Female,Tier 2,MSME,552,47567,1847500,48,49563.79866373094,1.041978654607836,0
2277,CUST02277,57,Female,Tier 2,MSME,703,19418,134636,12,12025.320732727114,0.619287296978428,0
2278,CUST02278,62,Female,Tier 2,Auto,432,57164,1102878,72,22139.28900187329,0.38729425865707945,0
2279,CUST02279,32,Female,Tier 2,Personal,573,16986,445025,48,11938.906360122792,0.7028674414295768,1
2280,CUST02280,62,Male,Tier 3,Personal,531,53593,833185,24,39611.133453358816,0.7391102094183721,1
2281,CUST02281,58,Female,Tier 1,MSME,844,48983,668741,84,12165.711761823648,0.24836599966975578,1
2282,CUST02282,38,Male,Tier 1,Personal,378,127194,449046,84,8169.028373914358,0.06422495065737659,0
2283,CUST02283,55,Female,Tier 2,MSME,334,113548,1772317,60,40325.6581585202,0.3551419501754342,0
2284,CUST02284,50,Female,Tier 3,Personal,794,140605,1868396,84,33989.79155299923,0.2417395651150331,0
2285,CUST02285,44,Female,Tier 1,Personal,409,61887,181057,84,3293.782308039292,0.05322252343851361,1
2286,CUST02286,62,Male,Tier 1,Personal,620,26243,1933645,72,38816.19316191572,1.4791065488669632,1
2287,CUST02287,50,Male,Tier 1,Home,874,15132,1347267,60,30654.464461072726,2.025803889840915,0
2288,CUST02288,34,Male,Tier 1,Personal,627,79397,510882,24,24288.26140763319,0.30590905711340716,0
2289,CUST02289,26,Female,Tier 3,Personal,683,98290,1496204,24,71132.26512413123,0.7236978850761138,1
2290,CUST02290,23,Female,Tier 2,Personal,663,24839,126420,84,2299.828006552231,0.09258939597214988,0
2291,CUST02291,36,Female,Tier 2,MSME,531,94364,896952,36,30221.857637256744,0.3202689334625148,1
2292,CUST02292,27,Female,Tier 2,Home,713,140688,1285313,12,114800.65559689597,0.8159946519738427,0
2293,CUST02293,34,Male,Tier 2,Personal,593,81430,282172,36,9507.489824672904,0.11675659860828816,1
2294,CUST02294,29,Female,Tier 1,MSME,846,16265,1712532,48,45942.94519794125,2.8246507960615586,0
2295,CUST02295,35,Male,Tier 1,Auto,473,90501,1145351,24,54452.074043505316,0.601673727842845,1
2296,CUST02296,41,Female,Tier 2,MSME,691,79817,1277381,36,43040.014103917114,0.5392336733266987,0
2297,CUST02297,55,Male,Tier 1,Home,401,110948,1514499,12,135270.92474816903,1.219228149657218,1
2298,CUST02298,22,Male,Tier 2,Home,592,69784,1522270,12,135965.00929772502,1.948369386932893,1
2299,CUST02299,47,Female,Tier 1,Personal,384,142247,318889,24,15160.564263408656,0.10657914939090916,1
2300,CUST02300,22,Female,Tier 1,MSME,500,61116,1602983,72,32178.4493861423,0.526514323354642,0
2301,CUST02301,55,Male,Tier 1,MSME,840,74133,219042,36,7380.3906347050815,0.09955607670949619,0
2302,CUST02302,38,Female,Tier 2,Personal,596,92338,1722723,60,39197.24225396495,0.42449741443354794,0
2303,CUST02303,34,Female,Tier 1,MSME,355,65141,717242,24,34098.99191698601,0.5234643606482248,0
2304,CUST02304,40,Male,Tier 3,Personal,771,100600,177816,84,3234.82215482591,0.03215528980940268,0
2305,CUST02305,38,Male,Tier 1,Home,315,56864,1700164,48,45611.142728727165,0.8021092910932605,0
2306,CUST02306,30,Male,Tier 2,Personal,365,116701,795461,36,26802.224754490642,0.22966576768400135,0
2307,CUST02307,45,Male,Tier 3,Auto,771,37970,119979,36,4042.566667402968,0.10646738655261964,0
2308,CUST02308,22,Female,Tier 3,Auto,880,74951,1898591,24,90262.4764900304,1.2042864870386039,0
2309,CUST02309,45,Male,Tier 3,Home,322,62683,746650,72,14988.330652391916,0.23911316708504565,0
2310,CUST02310,53,Male,Tier 1,MSME,785,136144,1938865,36,65328.0242508627,0.47984504826406377,0
2311,CUST02311,56,Male,Tier 1,Personal,714,93399,387816,36,13067.053690108682,0.13990571301736293,0
2312,CUST02312,51,Female,Tier 2,Auto,604,125261,1709623,48,45864.90401238629,0.3661547010832285,0
2313,CUST02313,34,Male,Tier 1,Home,476,107874,70342,72,1412.0527084317314,0.013089833587627523,0
2314,CUST02314,21,Female,Tier 1,Home,494,117330,890248,48,23883.12456443255,0.2035551398997064,1
2315,CUST02315,36,Male,Tier 3,Auto,312,44655,1173988,60,26711.83471704261,0.5981823920511166,1
2316,CUST02316,23,Male,Tier 2,MSME,465,80446,1617108,48,43382.95822977462,0.5392804891451982,0
2317,CUST02317,55,Female,Tier 2,Personal,449,58639,1681178,84,30583.92855876813,0.5215629284054661,1
2318,CUST02318,61,Male,Tier 3,MSME,640,33830,412632,60,9388.646036384296,0.2775242694763315,0
2319,CUST02319,26,Male,Tier 2,Auto,856,23014,991834,48,26608.422562296568,1.1561841732118088,0
2320,CUST02320,45,Female,Tier 2,Personal,473,83752,784948,60,17859.979179917653,0.21324839024641384,1
2321,CUST02321,33,Male,Tier 2,Auto,466,91758,1009848,72,20271.794994517742,0.22092673112445502,0
2322,CUST02322,54,Male,Tier 1,Home,893,104418,1720976,48,46169.4765732682,0.44216013113896263,0
2323,CUST02323,28,Male,Tier 1,Auto,879,58702,733966,48,19690.469851163158,0.335430987890756,0
2324,CUST02324,41,Male,Tier 3,Personal,396,37687,146537,24,6966.636056643892,0.1848551504933768,1
2325,CUST02325,54,Female,Tier 3,MSME,703,44581,235545,48,6319.08252029689,0.14174384873145263,0
2326,CUST02326,24,Male,Tier 3,Home,376,108733,1632074,60,37134.698935579065,0.3415218832882296,0
2327,CUST02327,45,Female,Tier 2,MSME,536,23292,1703479,24,80986.49640115247,3.4770091190602983,0
2328,CUST02328,35,Male,Tier 3,MSME,590,122809,601442,60,13684.653757864256,0.11143038179501712,1
2329,CUST02329,24,Female,Tier 1,MSME,435,149520,1127263,48,30241.64350369327,0.20225818287649325,0
2330,CUST02330,32,Male,Tier 1,Personal,666,34628,1433404,48,38454.6399241064,1.110507101885942,1
2331,CUST02331,52,Female,Tier 2,MSME,847,41477,537268,60,12224.498048324216,0.2947295621265814,0
2332,CUST02332,52,Male,Tier 2,Home,547,68826,65473,72,1314.3118901815521,0.01909615392702688,1
2333,CUST02333,48,Female,Tier 1,Home,513,35010,1936184,72,38867.16131503488,1.1101731309635783,0
2334,CUST02334,33,Female,Tier 1,Home,369,80146,1294227,84,23544.530148996,0.2937704957077833,1
2335,CUST02335,51,Male,Tier 1,MSME,628,73133,342429,72,6873.955771737643,0.09399253102891503,0
2336,CUST02336,34,Female,Tier 2,Home,315,55643,1710957,36,57648.90303769643,1.0360495127454743,1
2337,CUST02337,40,Male,Tier 2,Home,786,112100,747862,24,35554.722524644385,0.31716969245891513,1
2338,CUST02338,38,Male,Tier 2,Home,473,135956,850651,24,40441.498926688706,0.29746019981971156,1
2339,CUST02339,49,Male,Tier 1,Auto,573,80708,1273654,72,25567.464392609083,0.31678971592170646,0
2340,CUST02340,26,Male,Tier 2,Auto,823,32270,1941178,48,52076.94482406705,1.6137881879165494,0
2341,CUST02341,52,Male,Tier 2,MSME,518,108644,1735525,24,82510.021647822,0.7594530912689333,0
2342,CUST02342,49,Female,Tier 2,Home,812,96580,1026302,60,23351.524371433326,0.24178426559777724,0
2343,CUST02343,63,Male,Tier 1,MSME,698,35752,1007469,48,27027.87046059558,0.7559820558457031,0
2344,CUST02344,22,Male,Tier 2,Personal,410,26621,870902,24,41404.26837592744,1.5553235556863918,0
2345,CUST02345,43,Male,Tier 3,Home,763,57369,1687011,12,150679.22661575433,2.6264921231981444,0
2346,CUST02346,39,Male,Tier 1,Personal,392,87592,153833,24,7313.501194249234,0.08349508167697088,0
2347,CUST02347,51,Male,Tier 1,MSME,750,75267,614272,72,12330.960753373183,0.1638295767517396,0
2348,CUST02348,25,Male,Tier 2,Home,695,101873,1143956,60,26028.51442737847,0.25549963608982235,0
2349,CUST02349,39,Female,Tier 2,Home,850,139790,1597751,24,75959.9945825207,0.5433864695795171,0
2350,CUST02350,54,Female,Tier 1,MSME,778,29245,1988729,84,36178.88507864746,1.2370964294288753,0
2351,CUST02351,30,Male,Tier 1,Home,615,47676,295509,36,9956.866062540808,0.2088444093997149,0
2352,CUST02352,45,Female,Tier 1,Personal,652,128982,1432580,72,28757.76163664851,0.22295949540748716,1
2353,CUST02353,22,Male,Tier 3,Personal,538,147424,529009,84,9623.712339172514,0.0652791427391233,1
2354,CUST02354,31,Male,Tier 2,Personal,403,20243,648137,84,11790.884548985474,0.5824672503574309,0
2355,CUST02355,51,Male,Tier 2,MSME,328,74484,1670091,36,56271.965995129896,0.7554906556459091,1
